# f (GHz)        Re[Z] (Ohm/m)     Im[Z] (Ohm/m)
5.480000e+00    4.026935e+05    5.393842e+05
5.490000e+00    4.015282e+05    5.455698e+05
5.500000e+00    4.063827e+05    5.492379e+05
5.510000e+00    4.120679e+05    5.464454e+05
5.520000e+00    4.125768e+05    5.397064e+05
5.530000e+00    4.070838e+05    5.354916e+05
5.540000e+00    4.007901e+05    5.377125e+05
5.550000e+00    3.996562e+05    5.438390e+05
5.560000e+00    4.044763e+05    5.474563e+05
5.570000e+00    4.100954e+05    5.446637e+05
5.580000e+00    4.105584e+05    5.379902e+05
5.590000e+00    4.051049e+05    5.338399e+05
5.600000e+00    3.988755e+05    5.360628e+05
5.610000e+00    3.977677e+05    5.421424e+05
5.620000e+00    4.025577e+05    5.457072e+05
5.630000e+00    4.081003e+05    5.429197e+05
5.640000e+00    4.085345e+05    5.363144e+05
5.650000e+00    4.031188e+05    5.322224e+05
5.660000e+00    3.969513e+05    5.344483e+05
5.670000e+00    3.958885e+05    5.404791e+05
5.680000e+00    4.006440e+05    5.439894e+05
5.690000e+00    4.061223e+05    5.412181e+05
5.700000e+00    4.065291e+05    5.346857e+05
5.710000e+00    4.011440e+05    5.306644e+05
